student_id,course_id,week_number,resource_id,resource_type,activity_type,timestamp,duration_seconds,quiz_score,forum_posts,prior_gpa,final_grade
STU-0059,CS-201,7,CS-201-VID-005,VIDEO,DOWNLOAD,2026-03-01T22:14:53+00:00,1294,,0,3.27,72.74
STU-0059,CS-201,7,CS-201-LAB-005,LAB,VIEW,2026-03-02T01:48:45+00:00,1314,,0,3.27,72.74
STU-0059,CS-201,7,CS-201-FOR-008,FORUM,COMMENT,2026-03-02T05:10:06+00:00,67,,0,3.27,72.74
STU-0059,CS-201,8,CS-201-VID-004,VIDEO,VIEW,2026-03-02T22:48:47+00:00,1207,,0,3.27,72.74
STU-0059,CS-201,8,CS-201-LAB-004,LAB,VIEW,2026-03-03T03:18:13+00:00,772,,0,3.27,72.74
STU-0059,CS-201,8,CS-201-VID-001,VIDEO,DOWNLOAD,2026-03-03T19:23:59+00:00,369,,0,3.27,72.74
STU-0059,CS-201,8,CS-201-VID-001,VIDEO,VIEW,2026-03-04T02:30:12+00:00,1258,,0,3.27,72.74
STU-0059,CS-201,8,CS-201-REA-001,READING,DOWNLOAD,2026-03-04T14:48:30+00:00,129,,0,3.27,72.74
STU-0059,CS-201,8,CS-201-QUI-007,QUIZ,VIEW,2026-03-04T15:34:47+00:00,262,,0,3.27,72.74
STU-0059,CS-201,8,CS-201-QUI-008,QUIZ,SUBMIT,2026-03-04T15:48:51+00:00,298,86.35,0,3.27,72.74
STU-0059,CS-201,8,CS-201-VID-008,VIDEO,DOWNLOAD,2026-03-04T18:05:41+00:00,912,,0,3.27,72.74
STU-0059,CS-201,8,CS-201-VID-007,VIDEO,DOWNLOAD,2026-03-05T06:23:31+00:00,264,,0,3.27,72.74
STU-0059,CS-201,8,CS-201-FOR-004,FORUM,VIEW,2026-03-05T18:19:58+00:00,591,,0,3.27,72.74
STU-0059,CS-201,8,CS-201-VID-001,VIDEO,DOWNLOAD,2026-03-05T23:44:42+00:00,741,,0,3.27,72.74
STU-0059,CS-201,8,CS-201-FOR-001,FORUM,VIEW,2026-03-06T02:04:23+00:00,386,,0,3.27,72.74
STU-0059,CS-201,8,CS-201-VID-004,VIDEO,VIEW,2026-03-06T06:19:47+00:00,577,,0,3.27,72.74
STU-0059,CS-201,8,CS-201-FOR-004,FORUM,COMMENT,2026-03-06T15:15:51+00:00,473,,0,3.27,72.74
STU-0059,CS-201,8,CS-201-VID-008,VIDEO,DOWNLOAD,2026-03-06T21:49:29+00:00,227,,0,3.27,72.74
STU-0059,CS-201,8,CS-201-LAB-006,LAB,SUBMIT,2026-03-07T01:43:53+00:00,2902,,0,3.27,72.74
STU-0059,CS-201,8,CS-201-LAB-003,LAB,VIEW,2026-03-07T08:34:52+00:00,3316,,0,3.27,72.74
STU-0059,CS-201,8,CS-201-FOR-005,FORUM,POST,2026-03-07T18:52:56+00:00,489,,1,3.27,72.74
STU-0059,CS-201,8,CS-201-LAB-006,LAB,DOWNLOAD,2026-03-07T19:43:47+00:00,1240,,0,3.27,72.74
STU-0059,CS-201,8,CS-201-QUI-002,QUIZ,VIEW,2026-03-08T04:15:33+00:00,965,,0,3.27,72.74
STU-0059,CS-201,8,CS-201-FOR-003,FORUM,POST,2026-03-08T05:31:12+00:00,467,,1,3.27,72.74
STU-0059,CS-201,8,CS-201-FOR-005,FORUM,POST,2026-03-08T10:38:19+00:00,350,,1,3.27,72.74
STU-0059,CS-201,8,CS-201-VID-008,VIDEO,DOWNLOAD,2026-03-08T22:29:00+00:00,1343,,0,3.27,72.74
STU-0059,CS-201,8,CS-201-LAB-002,LAB,DOWNLOAD,2026-03-09T07:21:18+00:00,3101,,0,3.27,72.74
STU-0059,CS-201,9,CS-201-FOR-008,FORUM,COMMENT,2026-03-09T22:39:35+00:00,500,,0,3.27,72.74
STU-0059,CS-201,9,CS-201-FOR-001,FORUM,VIEW,2026-03-10T04:36:23+00:00,596,,0,3.27,72.74
STU-0059,CS-201,9,CS-201-FOR-007,FORUM,POST,2026-03-10T16:28:13+00:00,319,,1,3.27,72.74
STU-0059,CS-201,9,CS-201-QUI-007,QUIZ,SUBMIT,2026-03-10T17:59:48+00:00,594,85.35,0,3.27,72.74
STU-0059,CS-201,9,CS-201-REA-003,READING,DOWNLOAD,2026-03-10T19:00:28+00:00,1681,,0,3.27,72.74
STU-0059,CS-201,9,CS-201-REA-003,READING,DOWNLOAD,2026-03-11T01:03:47+00:00,1038,,0,3.27,72.74
STU-0059,CS-201,9,CS-201-LAB-007,LAB,VIEW,2026-03-11T03:00:48+00:00,885,,0,3.27,72.74
STU-0059,CS-201,9,CS-201-QUI-007,QUIZ,SUBMIT,2026-03-12T19:20:58+00:00,987,97.91,0,3.27,72.74
STU-0059,CS-201,9,CS-201-REA-002,READING,DOWNLOAD,2026-03-12T19:54:35+00:00,1266,,0,3.27,72.74
STU-0059,CS-201,9,CS-201-LAB-008,LAB,SUBMIT,2026-03-13T00:32:56+00:00,2422,,0,3.27,72.74
STU-0059,CS-201,9,CS-201-VID-008,VIDEO,VIEW,2026-03-13T08:01:24+00:00,400,,0,3.27,72.74
STU-0059,CS-201,9,CS-201-QUI-005,QUIZ,SUBMIT,2026-03-13T09:15:11+00:00,334,77.83,0,3.27,72.74
STU-0059,CS-201,9,CS-201-QUI-005,QUIZ,SUBMIT,2026-03-13T13:20:50+00:00,782,78.35,0,3.27,72.74
STU-0059,CS-201,9,CS-201-REA-008,READING,DOWNLOAD,2026-03-14T03:53:59+00:00,732,,0,3.27,72.74
STU-0059,CS-201,9,CS-201-FOR-006,FORUM,VIEW,2026-03-14T05:04:30+00:00,414,,0,3.27,72.74
STU-0059,CS-201,9,CS-201-QUI-007,QUIZ,VIEW,2026-03-14T08:21:57+00:00,923,,0,3.27,72.74
STU-0059,CS-201,9,CS-201-REA-005,READING,VIEW,2026-03-14T10:55:02+00:00,1450,,0,3.27,72.74
STU-0059,CS-201,9,CS-201-LAB-001,LAB,SUBMIT,2026-03-14T17:32:24+00:00,2070,,0,3.27,72.74
STU-0059,CS-201,9,CS-201-LAB-004,LAB,DOWNLOAD,2026-03-14T18:50:26+00:00,3299,,0,3.27,72.74
STU-0059,CS-201,9,CS-201-VID-003,VIDEO,VIEW,2026-03-15T00:35:21+00:00,1166,,0,3.27,72.74
STU-0059,CS-201,9,CS-201-REA-001,READING,DOWNLOAD,2026-03-15T02:05:28+00:00,1215,,0,3.27,72.74
STU-0059,CS-201,9,CS-201-LAB-007,LAB,SUBMIT,2026-03-15T03:36:08+00:00,3104,,0,3.27,72.74
STU-0059,CS-201,9,CS-201-QUI-003,QUIZ,SUBMIT,2026-03-15T06:41:20+00:00,1134,91.26,0,3.27,72.74
STU-0059,CS-201,9,CS-201-REA-002,READING,VIEW,2026-03-15T16:49:48+00:00,376,,0,3.27,72.74
STU-0059,CS-201,9,CS-201-VID-008,VIDEO,DOWNLOAD,2026-03-15T19:27:34+00:00,985,,0,3.27,72.74
STU-0059,CS-201,9,CS-201-QUI-005,QUIZ,SUBMIT,2026-03-15T21:45:02+00:00,937,91.07,0,3.27,72.74
STU-0059,CS-201,9,CS-201-LAB-007,LAB,SUBMIT,2026-03-15T23:49:38+00:00,1931,,0,3.27,72.74
STU-0059,CS-201,10,CS-201-VID-005,VIDEO,VIEW,2026-03-16T18:17:03+00:00,1272,,0,3.27,72.74
STU-0059,CS-201,10,CS-201-LAB-004,LAB,SUBMIT,2026-03-17T00:32:02+00:00,3160,,0,3.27,72.74
STU-0059,CS-201,10,CS-201-REA-002,READING,VIEW,2026-03-17T02:26:11+00:00,413,,0,3.27,72.74
STU-0059,CS-201,10,CS-201-LAB-004,LAB,SUBMIT,2026-03-17T18:25:18+00:00,2153,,0,3.27,72.74
STU-0059,CS-201,10,CS-201-FOR-008,FORUM,COMMENT,2026-03-17T21:12:58+00:00,144,,0,3.27,72.74
STU-0059,CS-201,10,CS-201-QUI-001,QUIZ,SUBMIT,2026-03-18T03:49:47+00:00,1184,83.99,0,3.27,72.74
STU-0059,CS-201,10,CS-201-QUI-003,QUIZ,VIEW,2026-03-18T13:24:02+00:00,402,,0,3.27,72.74
STU-0059,CS-201,10,CS-201-QUI-004,QUIZ,VIEW,2026-03-18T15:49:38+00:00,370,,0,3.27,72.74
STU-0059,CS-201,10,CS-201-FOR-004,FORUM,POST,2026-03-19T00:05:17+00:00,213,,1,3.27,72.74
STU-0059,CS-201,10,CS-201-FOR-006,FORUM,COMMENT,2026-03-19T06:00:36+00:00,484,,0,3.27,72.74
STU-0059,CS-201,10,CS-201-LAB-002,LAB,DOWNLOAD,2026-03-19T07:12:33+00:00,2303,,0,3.27,72.74
STU-0059,CS-201,10,CS-201-LAB-001,LAB,DOWNLOAD,2026-03-19T23:28:59+00:00,2514,,0,3.27,72.74
STU-0059,CS-201,10,CS-201-LAB-003,LAB,SUBMIT,2026-03-20T02:46:55+00:00,918,,0,3.27,72.74
STU-0059,CS-201,10,CS-201-REA-005,READING,VIEW,2026-03-20T17:22:13+00:00,1323,,0,3.27,72.74
STU-0059,CS-201,10,CS-201-REA-006,READING,DOWNLOAD,2026-03-20T17:49:52+00:00,1034,,0,3.27,72.74
STU-0059,CS-201,10,CS-201-QUI-002,QUIZ,SUBMIT,2026-03-20T20:39:05+00:00,948,88.18,0,3.27,72.74
STU-0059,CS-201,10,CS-201-FOR-005,FORUM,POST,2026-03-20T21:57:07+00:00,402,,1,3.27,72.74
STU-0059,CS-201,10,CS-201-REA-001,READING,VIEW,2026-03-20T23:34:01+00:00,937,,0,3.27,72.74
STU-0059,CS-201,10,CS-201-QUI-001,QUIZ,SUBMIT,2026-03-21T02:36:29+00:00,854,75.0,0,3.27,72.74
STU-0059,CS-201,10,CS-201-FOR-007,FORUM,VIEW,2026-03-22T03:07:00+00:00,169,,0,3.27,72.74
STU-0059,CS-201,10,CS-201-LAB-001,LAB,VIEW,2026-03-22T08:55:48+00:00,657,,0,3.27,72.74
STU-0059,CS-201,10,CS-201-REA-008,READING,DOWNLOAD,2026-03-22T13:41:11+00:00,678,,0,3.27,72.74
STU-0059,CS-201,10,CS-201-VID-005,VIDEO,DOWNLOAD,2026-03-22T17:58:54+00:00,746,,0,3.27,72.74
STU-0059,CS-201,10,CS-201-VID-006,VIDEO,DOWNLOAD,2026-03-23T04:28:17+00:00,1106,,0,3.27,72.74
STU-0059,CS-201,11,CS-201-REA-004,READING,DOWNLOAD,2026-03-23T11:17:12+00:00,122,,0,3.27,72.74
STU-0059,CS-201,11,CS-201-FOR-006,FORUM,POST,2026-03-23T15:02:24+00:00,482,,1,3.27,72.74
STU-0059,CS-201,11,CS-201-QUI-003,QUIZ,VIEW,2026-03-23T15:06:18+00:00,728,,0,3.27,72.74
STU-0059,CS-201,11,CS-201-LAB-004,LAB,VIEW,2026-03-23T21:05:08+00:00,1134,,0,3.27,72.74
STU-0059,CS-201,11,CS-201-QUI-005,QUIZ,VIEW,2026-03-23T21:29:21+00:00,833,,0,3.27,72.74
STU-0059,CS-201,11,CS-201-LAB-004,LAB,VIEW,2026-03-24T03:01:10+00:00,1455,,0,3.27,72.74
STU-0059,CS-201,11,CS-201-QUI-001,QUIZ,VIEW,2026-03-24T08:17:46+00:00,386,,0,3.27,72.74
STU-0059,CS-201,11,CS-201-FOR-008,FORUM,VIEW,2026-03-24T15:01:51+00:00,296,,0,3.27,72.74
STU-0059,CS-201,11,CS-201-QUI-005,QUIZ,VIEW,2026-03-24T22:10:05+00:00,1185,,0,3.27,72.74
STU-0059,CS-201,11,CS-201-REA-007,READING,VIEW,2026-03-25T01:22:08+00:00,675,,0,3.27,72.74
STU-0059,CS-201,11,CS-201-REA-004,READING,VIEW,2026-03-25T02:27:01+00:00,1610,,0,3.27,72.74
STU-0059,CS-201,11,CS-201-REA-003,READING,VIEW,2026-03-25T04:28:26+00:00,848,,0,3.27,72.74
STU-0059,CS-201,11,CS-201-VID-001,VIDEO,VIEW,2026-03-25T20:53:51+00:00,540,,0,3.27,72.74
STU-0059,CS-201,11,CS-201-LAB-006,LAB,VIEW,2026-03-25T22:13:43+00:00,2169,,0,3.27,72.74
STU-0059,CS-201,11,CS-201-QUI-007,QUIZ,SUBMIT,2026-03-26T05:46:30+00:00,296,84.86,0,3.27,72.74
STU-0059,CS-201,11,CS-201-REA-008,READING,DOWNLOAD,2026-03-26T06:51:24+00:00,449,,0,3.27,72.74
STU-0059,CS-201,11,CS-201-LAB-008,LAB,SUBMIT,2026-03-26T08:33:20+00:00,3407,,0,3.27,72.74
STU-0059,CS-201,11,CS-201-LAB-003,LAB,SUBMIT,2026-03-26T10:52:59+00:00,3519,,0,3.27,72.74
STU-0059,CS-201,11,CS-201-VID-004,VIDEO,DOWNLOAD,2026-03-26T12:00:51+00:00,677,,0,3.27,72.74
STU-0059,CS-201,11,CS-201-QUI-003,QUIZ,SUBMIT,2026-03-26T15:02:07+00:00,1017,83.46,0,3.27,72.74
STU-0059,CS-201,11,CS-201-QUI-002,QUIZ,SUBMIT,2026-03-26T17:51:48+00:00,1020,77.44,0,3.27,72.74
STU-0059,CS-201,11,CS-201-QUI-001,QUIZ,SUBMIT,2026-03-26T21:39:34+00:00,1100,89.62,0,3.27,72.74
STU-0059,CS-201,11,CS-201-VID-003,VIDEO,VIEW,2026-03-27T12:23:30+00:00,377,,0,3.27,72.74
STU-0059,CS-201,11,CS-201-LAB-006,LAB,DOWNLOAD,2026-03-28T09:56:25+00:00,2756,,0,3.27,72.74
STU-0059,CS-201,11,CS-201-QUI-005,QUIZ,SUBMIT,2026-03-28T11:58:41+00:00,518,88.74,0,3.27,72.74
STU-0059,CS-201,11,CS-201-LAB-005,LAB,DOWNLOAD,2026-03-29T01:34:33+00:00,1934,,0,3.27,72.74
STU-0059,CS-201,11,CS-201-VID-007,VIDEO,VIEW,2026-03-29T03:35:23+00:00,675,,0,3.27,72.74
STU-0059,CS-201,11,CS-201-FOR-008,FORUM,POST,2026-03-29T03:40:32+00:00,440,,1,3.27,72.74
STU-0059,CS-201,11,CS-201-QUI-001,QUIZ,SUBMIT,2026-03-29T10:07:00+00:00,1091,78.44,0,3.27,72.74
STU-0059,CS-201,11,CS-201-LAB-006,LAB,DOWNLOAD,2026-03-29T11:09:56+00:00,3112,,0,3.27,72.74
STU-0059,CS-201,11,CS-201-QUI-007,QUIZ,SUBMIT,2026-03-29T11:13:43+00:00,1157,77.4,0,3.27,72.74
STU-0059,CS-201,12,CS-201-FOR-006,FORUM,COMMENT,2026-03-30T09:46:09+00:00,179,,0,3.27,72.74
STU-0059,CS-201,12,CS-201-REA-004,READING,VIEW,2026-03-30T12:39:30+00:00,1759,,0,3.27,72.74
STU-0059,CS-201,12,CS-201-REA-008,READING,VIEW,2026-03-30T13:31:01+00:00,308,,0,3.27,72.74
STU-0059,CS-201,12,CS-201-VID-003,VIDEO,DOWNLOAD,2026-03-31T05:39:51+00:00,1420,,0,3.27,72.74
STU-0059,CS-201,12,CS-201-VID-005,VIDEO,VIEW,2026-03-31T17:10:08+00:00,193,,0,3.27,72.74
STU-0059,CS-201,12,CS-201-VID-006,VIDEO,VIEW,2026-04-01T11:08:45+00:00,329,,0,3.27,72.74
STU-0059,CS-201,12,CS-201-QUI-007,QUIZ,SUBMIT,2026-04-02T01:15:46+00:00,1003,92.83,0,3.27,72.74
STU-0059,CS-201,12,CS-201-FOR-001,FORUM,COMMENT,2026-04-02T05:27:33+00:00,427,,0,3.27,72.74
STU-0059,CS-201,12,CS-201-VID-001,VIDEO,DOWNLOAD,2026-04-02T05:40:43+00:00,448,,0,3.27,72.74
STU-0059,CS-201,12,CS-201-REA-001,READING,VIEW,2026-04-02T21:53:44+00:00,989,,0,3.27,72.74
STU-0059,CS-201,12,CS-201-REA-008,READING,VIEW,2026-04-03T23:19:18+00:00,1448,,0,3.27,72.74
STU-0059,CS-201,12,CS-201-FOR-004,FORUM,POST,2026-04-04T09:36:00+00:00,206,,1,3.27,72.74
STU-0059,CS-201,12,CS-201-VID-004,VIDEO,DOWNLOAD,2026-04-04T09:38:21+00:00,1485,,0,3.27,72.74
STU-0059,CS-201,12,CS-201-VID-005,VIDEO,DOWNLOAD,2026-04-04T14:01:45+00:00,652,,0,3.27,72.74
STU-0059,CS-201,12,CS-201-REA-003,READING,DOWNLOAD,2026-04-05T00:40:11+00:00,841,,0,3.27,72.74
STU-0059,CS-201,12,CS-201-LAB-002,LAB,DOWNLOAD,2026-04-05T02:21:38+00:00,621,,0,3.27,72.74
STU-0059,CS-201,12,CS-201-VID-004,VIDEO,VIEW,2026-04-05T02:55:46+00:00,896,,0,3.27,72.74
STU-0059,CS-201,12,CS-201-LAB-002,LAB,VIEW,2026-04-05T06:52:30+00:00,1384,,0,3.27,72.74
STU-0059,CS-201,12,CS-201-VID-008,VIDEO,VIEW,2026-04-05T15:22:53+00:00,1300,,0,3.27,72.74
STU-0059,CS-201,12,CS-201-QUI-005,QUIZ,SUBMIT,2026-04-05T18:53:04+00:00,533,78.85,0,3.27,72.74
STU-0059,CS-201,12,CS-201-FOR-001,FORUM,VIEW,2026-04-05T21:34:55+00:00,203,,0,3.27,72.74
STU-0059,CS-201,12,CS-201-QUI-004,QUIZ,SUBMIT,2026-04-06T02:35:38+00:00,935,79.68,0,3.27,72.74
STU-0060,CS-201,1,CS-201-FOR-002,FORUM,POST,2026-01-12T14:47:43+00:00,304,,1,2.71,14.42
STU-0060,CS-201,1,CS-201-QUI-006,QUIZ,VIEW,2026-01-14T05:46:37+00:00,945,,0,2.71,14.42
STU-0060,CS-201,1,CS-201-VID-007,VIDEO,DOWNLOAD,2026-01-16T07:25:43+00:00,299,,0,2.71,14.42
STU-0060,CS-201,1,CS-201-QUI-006,QUIZ,SUBMIT,2026-01-17T14:07:57+00:00,1037,58.02,0,2.71,14.42
STU-0060,CS-201,2,CS-201-QUI-006,QUIZ,VIEW,2026-01-24T03:44:15+00:00,1082,,0,2.71,14.42
STU-0060,CS-201,2,CS-201-LAB-004,LAB,VIEW,2026-01-24T23:51:48+00:00,849,,0,2.71,14.42
STU-0060,CS-201,3,CS-201-VID-005,VIDEO,VIEW,2026-01-26T14:03:09+00:00,190,,0,2.71,14.42
STU-0060,CS-201,3,CS-201-VID-005,VIDEO,DOWNLOAD,2026-01-27T19:59:00+00:00,749,,0,2.71,14.42
STU-0060,CS-201,3,CS-201-REA-006,READING,VIEW,2026-01-29T17:12:41+00:00,300,,0,2.71,14.42
STU-0060,CS-201,3,CS-201-REA-007,READING,DOWNLOAD,2026-01-30T04:26:55+00:00,1003,,0,2.71,14.42
STU-0060,CS-201,3,CS-201-QUI-007,QUIZ,SUBMIT,2026-01-30T23:21:42+00:00,718,48.23,0,2.71,14.42
STU-0060,CS-201,5,CS-201-REA-008,READING,VIEW,2026-02-09T14:01:19+00:00,1672,,0,2.71,14.42
STU-0060,CS-201,5,CS-201-REA-003,READING,VIEW,2026-02-11T13:33:28+00:00,421,,0,2.71,14.42
STU-0060,CS-201,5,CS-201-VID-008,VIDEO,DOWNLOAD,2026-02-11T16:44:20+00:00,1096,,0,2.71,14.42
STU-0060,CS-201,5,CS-201-QUI-003,QUIZ,VIEW,2026-02-11T21:53:53+00:00,977,,0,2.71,14.42
STU-0060,CS-201,5,CS-201-VID-004,VIDEO,VIEW,2026-02-15T05:04:00+00:00,1055,,0,2.71,14.42
STU-0060,CS-201,6,CS-201-VID-001,VIDEO,VIEW,2026-02-20T12:42:19+00:00,745,,0,2.71,14.42
STU-0060,CS-201,8,CS-201-LAB-007,LAB,VIEW,2026-03-02T21:19:14+00:00,3460,,0,2.71,14.42
STU-0060,CS-201,8,CS-201-REA-001,READING,VIEW,2026-03-06T15:22:50+00:00,1345,,0,2.71,14.42
STU-0060,CS-201,8,CS-201-REA-006,READING,DOWNLOAD,2026-03-08T21:59:44+00:00,983,,0,2.71,14.42
STU-0060,CS-201,11,CS-201-LAB-007,LAB,VIEW,2026-03-24T10:06:22+00:00,1910,,0,2.71,14.42
STU-0060,CS-201,11,CS-201-REA-005,READING,VIEW,2026-03-24T22:23:51+00:00,928,,0,2.71,14.42
STU-0060,CS-201,11,CS-201-QUI-003,QUIZ,SUBMIT,2026-03-29T10:30:45+00:00,862,45.23,0,2.71,14.42
STU-0060,CS-201,11,CS-201-REA-004,READING,DOWNLOAD,2026-03-29T13:01:28+00:00,1481,,0,2.71,14.42
STU-0060,CS-201,12,CS-201-VID-006,VIDEO,VIEW,2026-03-30T14:29:40+00:00,1210,,0,2.71,14.42
STU-0060,CS-201,12,CS-201-REA-005,READING,DOWNLOAD,2026-04-02T11:36:02+00:00,914,,0,2.71,14.42
STU-0060,CS-201,12,CS-201-REA-008,READING,DOWNLOAD,2026-04-04T23:15:17+00:00,792,,0,2.71,14.42
STU-0060,CS-201,12,CS-201-QUI-003,QUIZ,VIEW,2026-04-05T08:04:24+00:00,295,,0,2.71,14.42
STU-0060,CS-201,12,CS-201-VID-004,VIDEO,VIEW,2026-04-05T13:14:50+00:00,637,,0,2.71,14.42
STU-0061,CS-201,1,CS-201-VID-007,VIDEO,DOWNLOAD,2026-01-12T12:06:44+00:00,1430,,0,3.26,40.1
STU-0061,CS-201,1,CS-201-REA-001,READING,DOWNLOAD,2026-01-12T15:25:05+00:00,735,,0,3.26,40.1
STU-0061,CS-201,1,CS-201-VID-006,VIDEO,VIEW,2026-01-12T15:30:47+00:00,1378,,0,3.26,40.1
STU-0061,CS-201,1,CS-201-QUI-001,QUIZ,VIEW,2026-01-12T22:45:17+00:00,672,,0,3.26,40.1
STU-0061,CS-201,1,CS-201-LAB-008,LAB,VIEW,2026-01-13T04:08:38+00:00,2524,,0,3.26,40.1
STU-0061,CS-201,1,CS-201-QUI-003,QUIZ,VIEW,2026-01-13T10:19:37+00:00,963,,0,3.26,40.1
STU-0061,CS-201,1,CS-201-LAB-007,LAB,SUBMIT,2026-01-13T14:13:23+00:00,947,,0,3.26,40.1
STU-0061,CS-201,1,CS-201-FOR-006,FORUM,VIEW,2026-01-13T15:42:02+00:00,262,,0,3.26,40.1
STU-0061,CS-201,1,CS-201-QUI-008,QUIZ,VIEW,2026-01-14T14:32:53+00:00,724,,0,3.26,40.1
STU-0061,CS-201,1,CS-201-QUI-008,QUIZ,VIEW,2026-01-15T03:34:00+00:00,1101,,0,3.26,40.1
STU-0061,CS-201,1,CS-201-VID-007,VIDEO,VIEW,2026-01-16T13:46:46+00:00,783,,0,3.26,40.1
STU-0061,CS-201,1,CS-201-VID-004,VIDEO,VIEW,2026-01-17T06:22:01+00:00,753,,0,3.26,40.1
STU-0061,CS-201,1,CS-201-QUI-003,QUIZ,SUBMIT,2026-01-18T01:16:45+00:00,561,40.44,0,3.26,40.1
STU-0061,CS-201,1,CS-201-VID-008,VIDEO,DOWNLOAD,2026-01-18T11:24:39+00:00,1062,,0,3.26,40.1
STU-0061,CS-201,1,CS-201-REA-002,READING,VIEW,2026-01-18T12:32:39+00:00,871,,0,3.26,40.1
STU-0061,CS-201,1,CS-201-REA-002,READING,VIEW,2026-01-18T20:32:22+00:00,439,,0,3.26,40.1
STU-0061,CS-201,1,CS-201-QUI-005,QUIZ,VIEW,2026-01-19T00:57:15+00:00,556,,0,3.26,40.1
STU-0061,CS-201,2,CS-201-VID-005,VIDEO,VIEW,2026-01-19T20:24:51+00:00,1218,,0,3.26,40.1
STU-0061,CS-201,2,CS-201-QUI-008,QUIZ,SUBMIT,2026-01-20T12:19:11+00:00,362,35.22,0,3.26,40.1
STU-0061,CS-201,2,CS-201-REA-007,READING,DOWNLOAD,2026-01-21T10:23:38+00:00,473,,0,3.26,40.1
STU-0061,CS-201,2,CS-201-QUI-001,QUIZ,VIEW,2026-01-21T18:42:55+00:00,1058,,0,3.26,40.1
STU-0061,CS-201,2,CS-201-VID-004,VIDEO,DOWNLOAD,2026-01-21T18:44:17+00:00,411,,0,3.26,40.1
STU-0061,CS-201,2,CS-201-FOR-008,FORUM,COMMENT,2026-01-21T22:04:54+00:00,355,,0,3.26,40.1
STU-0061,CS-201,2,CS-201-REA-007,READING,VIEW,2026-01-22T09:54:59+00:00,769,,0,3.26,40.1
STU-0061,CS-201,2,CS-201-VID-003,VIDEO,DOWNLOAD,2026-01-23T12:56:34+00:00,1262,,0,3.26,40.1
STU-0061,CS-201,2,CS-201-QUI-001,QUIZ,SUBMIT,2026-01-23T20:15:26+00:00,655,35.65,0,3.26,40.1
STU-0061,CS-201,2,CS-201-LAB-003,LAB,DOWNLOAD,2026-01-24T07:51:24+00:00,2971,,0,3.26,40.1
STU-0061,CS-201,2,CS-201-VID-002,VIDEO,VIEW,2026-01-24T17:20:57+00:00,515,,0,3.26,40.1
STU-0061,CS-201,2,CS-201-FOR-002,FORUM,POST,2026-01-25T03:00:45+00:00,148,,1,3.26,40.1
STU-0061,CS-201,2,CS-201-VID-007,VIDEO,VIEW,2026-01-25T03:18:53+00:00,834,,0,3.26,40.1
STU-0061,CS-201,2,CS-201-VID-004,VIDEO,VIEW,2026-01-25T11:12:06+00:00,341,,0,3.26,40.1
STU-0061,CS-201,2,CS-201-REA-004,READING,DOWNLOAD,2026-01-26T03:23:26+00:00,1238,,0,3.26,40.1
STU-0061,CS-201,4,CS-201-REA-005,READING,VIEW,2026-02-02T14:14:03+00:00,1742,,0,3.26,40.1
STU-0061,CS-201,4,CS-201-REA-005,READING,VIEW,2026-02-03T08:12:40+00:00,311,,0,3.26,40.1
STU-0061,CS-201,4,CS-201-VID-001,VIDEO,VIEW,2026-02-05T03:18:40+00:00,669,,0,3.26,40.1
STU-0061,CS-201,4,CS-201-VID-003,VIDEO,VIEW,2026-02-05T17:28:27+00:00,1301,,0,3.26,40.1
STU-0061,CS-201,4,CS-201-REA-008,READING,DOWNLOAD,2026-02-06T06:00:58+00:00,1051,,0,3.26,40.1
STU-0061,CS-201,4,CS-201-QUI-005,QUIZ,VIEW,2026-02-08T02:58:56+00:00,881,,0,3.26,40.1
STU-0061,CS-201,4,CS-201-VID-003,VIDEO,VIEW,2026-02-08T08:08:31+00:00,628,,0,3.26,40.1
STU-0061,CS-201,5,CS-201-QUI-006,QUIZ,VIEW,2026-02-11T21:06:22+00:00,1173,,0,3.26,40.1
STU-0061,CS-201,5,CS-201-REA-003,READING,DOWNLOAD,2026-02-12T21:03:26+00:00,631,,0,3.26,40.1
STU-0061,CS-201,5,CS-201-VID-006,VIDEO,DOWNLOAD,2026-02-13T03:10:06+00:00,1178,,0,3.26,40.1
STU-0061,CS-201,5,CS-201-REA-007,READING,DOWNLOAD,2026-02-13T06:52:39+00:00,892,,0,3.26,40.1
STU-0061,CS-201,5,CS-201-QUI-003,QUIZ,VIEW,2026-02-13T16:28:00+00:00,916,,0,3.26,40.1
STU-0061,CS-201,5,CS-201-REA-002,READING,VIEW,2026-02-15T00:45:10+00:00,1692,,0,3.26,40.1
STU-0061,CS-201,5,CS-201-VID-005,VIDEO,DOWNLOAD,2026-02-16T04:22:00+00:00,1354,,0,3.26,40.1
STU-0061,CS-201,6,CS-201-FOR-002,FORUM,POST,2026-02-22T15:06:16+00:00,532,,1,3.26,40.1
STU-0061,CS-201,7,CS-201-REA-004,READING,VIEW,2026-02-23T20:25:43+00:00,1066,,0,3.26,40.1
STU-0061,CS-201,7,CS-201-LAB-004,LAB,VIEW,2026-02-24T04:25:50+00:00,1618,,0,3.26,40.1
STU-0061,CS-201,7,CS-201-QUI-006,QUIZ,VIEW,2026-02-24T08:41:49+00:00,710,,0,3.26,40.1
STU-0061,CS-201,7,CS-201-VID-007,VIDEO,DOWNLOAD,2026-02-24T19:25:20+00:00,968,,0,3.26,40.1
STU-0061,CS-201,7,CS-201-VID-001,VIDEO,VIEW,2026-02-25T06:33:44+00:00,1385,,0,3.26,40.1
